customer_id,name,email,signup_date,location,segment,customer_age_days,last_purchase_date,frequency,monetary,avg_order_value,max_order_value,num_categories,preferred_category,recency_days,total_orders_raw,discount_order_rate,return_rate,avg_days_between_orders,is_churned,r_score,f_score,m_score,rfm_score,rfm_cell,rfm_segment,cluster,cluster_label
C0245,Margaret Martinez,margaret.martinez245@example.com,2021-09-04,Philadelphia,Occasional,849,2023-08-13,1,37.63,37.63,37.63,1.0,Clothing,141,1,0.0,0.0,,1,3,1,1,5,311,Promising,1,Mid Value
C0246,John Jones,john.jones246@example.com,2021-08-28,Houston,Premium,856,2023-12-24,16,5017.79,313.61,494.68,9.0,Food & Grocery,8,17,0.3529,0.0588,41.27,0,5,5,5,15,555,Champions,3,Premium
C0247,Susan Williams,susan.williams247@example.com,2021-10-13,San Antonio,New,810,2022-12-22,2,228.96,114.48,145.67,2.0,Health,375,3,0.6667,0.3333,60.0,1,2,2,3,7,223,About to Sleep,0,Low Value
C0248,Karen Brown,karen.brown248@example.com,2021-05-16,San Diego,Premium,960,2023-11-08,8,2276.91,284.61,472.65,6.0,Clothing,54,11,0.2727,0.2727,95.86,0,4,4,5,13,445,Loyal Customers,3,Premium
C0249,Betty Rodriguez,betty.rodriguez249@example.com,2021-12-11,San Jose,Occasional,751,2022-04-11,3,163.6,54.53,89.61,3.0,Electronics,630,4,0.75,0.25,31.0,1,1,3,2,6,132,Lost,0,Low Value
C0250,Susan Brown,susan.brown250@example.com,2021-11-23,Houston,New,769,2022-07-09,2,140.41,70.2,101.67,2.0,Food & Grocery,541,3,0.6667,0.3333,158.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0251,Lisa Moore,lisa.moore251@example.com,2021-01-13,Philadelphia,New,1083,2022-03-03,1,87.58,87.58,87.58,1.0,Sports,669,1,0.0,0.0,,1,1,1,1,3,111,Hibernating,0,Low Value
C0252,John Anderson,john.anderson252@example.com,2021-11-28,Phoenix,Regular,764,2023-07-14,10,1165.68,116.57,193.68,5.0,Food & Grocery,171,10,0.6,0.0,55.89,1,3,5,4,12,354,Potential Loyalists,2,High Value
C0253,Robert Johnson,robert.johnson253@example.com,2021-03-01,New York,New,1036,2022-05-24,1,122.04,122.04,122.04,1.0,Books,587,2,0.5,0.5,,1,1,1,2,4,112,Hibernating,0,Low Value
C0254,Patricia Brown,patricia.brown254@example.com,2021-09-10,Houston,Occasional,843,2022-05-31,3,178.96,59.65,79.59,3.0,Toys,580,3,0.3333,0.0,30.5,1,1,3,2,6,132,Lost,0,Low Value
C0255,Joseph Lopez,joseph.lopez255@example.com,2021-07-18,Dallas,Regular,897,2022-04-24,3,287.92,95.97,159.77,3.0,Health,617,4,0.75,0.25,52.0,1,1,3,3,7,133,Lost,0,Low Value
C0256,Betty Jones,betty.jones256@example.com,2021-10-28,San Antonio,New,795,2022-12-09,1,32.51,32.51,32.51,1.0,Electronics,388,1,0.0,0.0,,1,2,1,1,4,211,About to Sleep,0,Low Value
C0257,Lisa Wilson,lisa.wilson257@example.com,2021-09-08,Phoenix,Premium,845,2023-10-20,13,4260.33,327.72,471.12,7.0,Electronics,73,17,0.7059,0.2353,48.67,0,4,5,5,14,455,Loyal Customers,3,Premium
C0258,Susan Miller,susan.miller258@example.com,2021-12-20,San Diego,Premium,742,2023-09-23,8,2216.46,277.06,463.06,7.0,Automotive,100,10,0.4,0.2,72.86,1,4,5,5,14,455,Loyal Customers,3,Premium
C0259,Sandra Lopez,sandra.lopez259@example.com,2021-05-01,Los Angeles,New,975,2023-02-08,1,38.45,38.45,38.45,1.0,Sports,327,1,1.0,0.0,,1,3,1,1,5,311,Promising,1,Mid Value
C0260,Mark Lopez,mark.lopez260@example.com,2021-10-06,New York,Occasional,817,2022-01-18,1,38.63,38.63,38.63,1.0,Toys,713,1,1.0,0.0,,1,1,1,1,3,111,Hibernating,0,Low Value
C0261,Michael Brown,michael.brown261@example.com,2021-05-22,San Diego,New,954,2023-05-23,2,69.19,34.6,46.74,2.0,Toys,223,2,1.0,0.0,114.0,1,3,2,1,6,321,Promising,1,Mid Value
C0262,Michael Martin,michael.martin262@example.com,2021-12-06,New York,Premium,756,2023-09-16,6,1401.05,233.51,318.75,4.0,Health,107,8,0.625,0.25,119.4,1,4,4,4,12,444,Loyal Customers,2,High Value
C0263,Linda Jones,linda.jones263@example.com,2021-06-20,San Jose,Premium,925,2022-01-30,10,3223.67,322.37,475.84,7.0,Electronics,701,15,0.4667,0.3333,3.0,1,1,5,5,11,155,At Risk,3,Premium
C0264,Anthony Moore,anthony.moore264@example.com,2021-02-05,Houston,Regular,1060,2023-11-07,6,659.7,109.95,182.98,5.0,Food & Grocery,55,9,0.5556,0.3333,124.6,0,4,4,4,12,444,Loyal Customers,2,High Value
C0265,David Jones,david.jones265@example.com,2021-04-30,San Jose,Regular,976,2023-12-30,3,472.99,157.66,184.81,3.0,Clothing,2,6,0.0,0.5,143.5,0,5,3,3,11,533,Loyal Customers,1,Mid Value
C0266,Sandra Jones,sandra.jones266@example.com,2021-05-22,Chicago,Premium,954,2023-11-22,14,4386.52,313.32,478.66,8.0,Automotive,40,17,0.4706,0.1765,49.31,0,5,5,5,15,555,Champions,3,Premium
C0267,Patricia Smith,patricia.smith267@example.com,2021-03-31,Chicago,Occasional,1006,2023-05-24,4,208.39,52.1,69.21,3.0,Food & Grocery,222,4,1.0,0.0,124.67,1,3,3,3,9,333,Potential Loyalists,1,Mid Value
C0268,Margaret Davis,margaret.davis268@example.com,2021-07-03,San Jose,Premium,912,2023-11-16,9,2638.2,293.13,417.01,5.0,Toys,46,11,0.7273,0.1818,73.25,0,5,5,5,15,555,Champions,3,Premium
C0269,Jennifer Rodriguez,jennifer.rodriguez269@example.com,2021-01-09,New York,Occasional,1087,2023-01-06,1,60.52,60.52,60.52,1.0,Home & Garden,360,1,1.0,0.0,,1,3,1,1,5,311,Promising,0,Low Value
C0270,Thomas Brown,thomas.brown270@example.com,2021-08-04,Los Angeles,Regular,880,2022-07-07,6,699.02,116.5,186.23,3.0,Books,543,10,0.5,0.4,36.8,1,2,4,4,10,244,Needs Attention,0,Low Value
C0272,Thomas Davis,thomas.davis272@example.com,2021-08-20,San Jose,Premium,864,2023-10-21,6,1704.49,284.08,443.23,3.0,Food & Grocery,72,8,0.75,0.25,109.4,0,4,4,4,12,444,Loyal Customers,2,High Value
C0273,Thomas Martinez,thomas.martinez273@example.com,2021-12-04,San Diego,Premium,758,2023-05-23,11,3218.26,292.57,451.0,8.0,Automotive,223,14,0.4286,0.2143,49.4,1,3,5,5,13,355,Potential Loyalists,3,Premium
C0274,Sarah Gonzalez,sarah.gonzalez274@example.com,2021-02-01,San Antonio,Premium,1064,2023-09-23,14,4402.37,314.46,448.04,8.0,Food & Grocery,100,18,0.5,0.2222,48.31,1,4,5,5,14,455,Loyal Customers,3,Premium
C0275,Daniel Anderson,daniel.anderson275@example.com,2021-09-09,Los Angeles,Premium,844,2023-01-09,15,4135.92,275.73,431.67,9.0,Sports,357,19,0.4211,0.2105,24.43,1,3,5,5,13,355,Potential Loyalists,3,Premium
C0276,Lisa Jones,lisa.jones276@example.com,2021-06-14,Los Angeles,Premium,931,2023-10-26,4,1219.11,304.78,487.54,4.0,Automotive,67,8,0.625,0.5,187.0,0,4,3,4,11,434,Loyal Customers,2,High Value
C0277,Lisa Jackson,lisa.jackson277@example.com,2021-05-21,Dallas,Regular,955,2022-01-29,7,727.86,103.98,185.18,6.0,Toys,702,7,0.7143,0.0,4.0,1,1,4,4,9,144,At Risk,2,High Value
C0278,Lisa Taylor,lisa.taylor278@example.com,2021-07-15,Phoenix,Occasional,900,2022-05-09,2,124.4,62.2,66.9,2.0,Toys,602,2,0.5,0.0,128.0,1,1,2,2,5,122,Hibernating,0,Low Value
C0279,Lisa Wilson,lisa.wilson279@example.com,2021-09-16,Los Angeles,New,837,2022-02-24,2,100.39,50.2,57.05,1.0,Toys,676,2,0.5,0.0,35.0,1,1,2,1,4,121,Hibernating,0,Low Value
C0280,Christopher Moore,christopher.moore280@example.com,2021-12-02,Houston,Premium,760,2023-01-11,16,4859.41,303.71,465.89,9.0,Home & Garden,355,20,0.6,0.2,24.6,1,3,5,5,13,355,Potential Loyalists,3,Premium
C0281,Mark Davis,mark.davis281@example.com,2021-08-20,San Antonio,New,864,2022-04-17,2,138.07,69.04,105.44,2.0,Books,624,2,1.0,0.0,102.0,1,1,2,2,5,122,Hibernating,0,Low Value
C0282,Richard Wilson,richard.wilson282@example.com,2021-08-21,Los Angeles,Occasional,863,2023-12-31,1,66.79,66.79,66.79,1.0,Food & Grocery,1,1,1.0,0.0,,0,5,1,1,7,511,Recent Customers,1,Mid Value
C0283,David Rodriguez,david.rodriguez283@example.com,2021-08-07,Philadelphia,Occasional,877,2022-06-27,4,284.72,71.18,98.72,3.0,Home & Garden,553,5,0.8,0.2,57.0,1,2,3,3,8,233,Needs Attention,0,Low Value
C0284,Ashley Thomas,ashley.thomas284@example.com,2021-12-18,Los Angeles,Regular,744,2023-10-02,5,459.0,91.8,157.72,5.0,Electronics,91,5,0.6,0.0,117.25,1,4,4,3,11,443,Loyal Customers,2,High Value
C0285,John Wilson,john.wilson285@example.com,2021-02-13,Los Angeles,Premium,1052,2023-12-05,15,4380.39,292.03,451.08,8.0,Clothing,27,18,0.5556,0.1667,38.79,0,5,5,5,15,555,Champions,3,Premium
C0286,Karen Johnson,karen.johnson286@example.com,2021-03-08,San Jose,Occasional,1029,2023-12-28,2,74.82,37.41,56.78,2.0,Sports,4,3,0.6667,0.3333,651.0,0,5,2,1,8,521,Recent Customers,1,Mid Value
C0287,Patricia Wilson,patricia.wilson287@example.com,2021-12-10,Philadelphia,Occasional,752,2023-08-01,2,151.28,75.64,75.67,1.0,Books,153,2,1.0,0.0,206.0,1,3,2,2,7,322,Potential Loyalists,1,Mid Value
C0288,Barbara Martin,barbara.martin288@example.com,2021-01-27,Phoenix,New,1069,2022-03-07,1,21.57,21.57,21.57,1.0,Beauty,665,3,0.6667,0.6667,,1,1,1,1,3,111,Hibernating,0,Low Value
C0289,Charles Taylor,charles.taylor289@example.com,2021-02-23,Houston,Occasional,1042,2022-08-10,4,286.27,71.57,91.34,4.0,Food & Grocery,509,5,0.8,0.2,59.33,1,2,3,3,8,233,Needs Attention,0,Low Value
C0290,Sarah Davis,sarah.davis290@example.com,2021-12-03,Los Angeles,Regular,759,2022-07-09,8,763.53,95.44,156.33,6.0,Automotive,541,9,0.7778,0.1111,25.0,1,2,5,4,11,254,Needs Attention,2,High Value
C0291,Susan Brown,susan.brown291@example.com,2021-10-12,Phoenix,Occasional,811,2023-09-22,4,223.82,55.96,66.12,4.0,Food & Grocery,101,5,0.2,0.2,209.67,1,4,3,3,10,433,Loyal Customers,1,Mid Value
C0292,Sandra Moore,sandra.moore292@example.com,2021-08-08,San Jose,Regular,876,2023-12-05,4,320.35,80.09,121.56,4.0,Home & Garden,27,4,0.5,0.0,117.67,0,5,3,3,11,533,Loyal Customers,1,Mid Value
C0293,Ashley Rodriguez,ashley.rodriguez293@example.com,2021-11-08,New York,Premium,784,2023-11-01,15,4621.77,308.12,489.49,10.0,Toys,61,17,0.7647,0.1176,37.21,0,4,5,5,14,455,Loyal Customers,3,Premium
C0294,Daniel Martinez,daniel.martinez294@example.com,2021-05-20,Philadelphia,Regular,956,2023-10-20,6,858.78,143.13,173.87,4.0,Clothing,73,8,1.0,0.25,126.8,0,4,4,4,12,444,Loyal Customers,2,High Value
C0295,Jennifer Jones,jennifer.jones295@example.com,2021-01-04,San Jose,Occasional,1092,2023-02-04,1,16.6,16.6,16.6,1.0,Sports,331,1,1.0,0.0,,1,3,1,1,5,311,Promising,1,Mid Value
C0296,Robert Smith,robert.smith296@example.com,2021-02-05,Los Angeles,New,1060,2022-06-17,1,89.21,89.21,89.21,1.0,Sports,563,1,0.0,0.0,,1,2,1,1,4,211,About to Sleep,0,Low Value
C0297,Jessica Anderson,jessica.anderson297@example.com,2021-07-12,Philadelphia,Regular,903,2022-11-12,5,427.96,85.59,120.68,5.0,Electronics,415,5,0.6,0.0,72.25,1,2,4,3,9,243,Needs Attention,2,High Value
C0298,Barbara Hernandez,barbara.hernandez298@example.com,2021-07-09,San Jose,Regular,906,2023-02-22,7,934.9,133.56,189.92,6.0,Clothing,313,7,0.4286,0.0,61.67,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0299,Robert Garcia,robert.garcia299@example.com,2021-01-27,San Jose,Premium,1069,2023-12-13,10,2897.65,289.76,486.87,8.0,Sports,19,10,0.3,0.0,78.0,0,5,5,5,15,555,Champions,3,Premium
C0300,John Rodriguez,john.rodriguez300@example.com,2021-12-12,San Diego,Premium,750,2023-11-16,10,3182.12,318.21,430.86,5.0,Books,46,12,0.6667,0.1667,65.11,0,5,5,5,15,555,Champions,3,Premium
